searge,name,side,desc
func_71501_a,getDescription,2,Returns the description of the Crash Report.
func_71502_e,getCompleteReport,2,"Gets the complete report with headers, stack trace, and different sections as a string."
func_71503_h,getWittyComment,2,Gets a random witty comment for inclusion in this CrashReport
func_71504_g,populateEnvironment,2,Populates this crash report with initial information about the running server and operating system / java environment
func_71505_b,getCrashCause,2,Returns the Throwable object that is the cause for the crash and Crash Report.
func_71506_a,getSectionsInStringBuilder,2,Gets the various sections of the crash report into the given StringBuilder
func_71507_a,addDetail,2,Adds a Crashreport section with the given name with the given value (convered .toString())
func_71565_a,filterAllowedCharacters,2,"Filter a string, keeping only characters for which {@link #isAllowedCharacter(char)} returns true.\n \nNote that this method strips line breaks, as {@link #isAllowedCharacter(char)} returns false for those.\n@return A filtered version of the input string"
func_71566_a,isAllowedCharacter,2,Checks if the given character is allowed to be put into chat.
func_71575_a,getCrashReport,2,Gets the CrashReport wrapped by this exception.
func_72314_b,grow,2,"Creates a new {@link AxisAlignedBB} that has been contracted by the given amount in both directions. Negative values will shrink the AABB instead of expanding it.\n<br/>\nSide lengths will be increased by 2 times the value of the parameters, since both min and max are changed.\n<br/>\nIf contracting and the amount to contract by is larger than the length of a side, then the side will wrap (still creating a valid AABB - see last ample).\n \n<h3>Samples:</h3>\n<table>\n<tr><th>Input</th><th>Result</th></tr>\n<tr><td><pre><code>new AxisAlignedBB(0, 0, 0, 1, 1, 1).grow(2, 2, 2)</code></pre></td><td><pre><samp>box[-2.0, -2.0, -2.0 -> 3.0, 3.0, 3.0]</samp></pre></td></tr>\n<tr><td><pre><code>new AxisAlignedBB(0, 0, 0, 6, 6, 6).grow(-2, -2, -2)</code></pre></td><td><pre><samp>box[2.0, 2.0, 2.0 -> 4.0, 4.0, 4.0]</samp></pre></td></tr>\n<tr><td><pre><code>new AxisAlignedBB(5, 5, 5, 7, 7, 7).grow(0, 1, -1)</code></pre></td><td><pre><samp>box[5.0, 4.0, 6.0 -> 7.0, 8.0, 6.0]</samp></pre></td></tr>\n<tr><td><pre><code>new AxisAlignedBB(1, 1, 1, 3, 3, 3).grow(-4, -2, -3)</code></pre></td><td><pre><samp>box[-1.0, 1.0, 0.0 -> 5.0, 3.0, 4.0]</samp></pre></td></tr>\n</table>\n \n<h3>See Also:</h3>\n<ul>\n<li>{@link #expand(double, double, double)} - expands in only one direction.</li>\n<li>{@link #contract(double, double, double)} - contracts in only one direction.</li>\n<lu>{@link #grow(double)} - version of this that expands in all directions from one parameter.</li>\n<li>{@link #shrink(double)} - contracts in all directions</li>\n</ul>\n \n@return A modified bounding box."
func_72317_d,offset,2,Offsets the current bounding box by the specified amount.
func_72318_a,contains,2,Returns if the supplied Vec3D is completely inside the bounding box
func_72320_b,getAverageEdgeLength,2,Returns the average length of the edges of the bounding box.
func_72321_a,expand,2,"Creates a new {@link AxisAlignedBB} that has been expanded by the given amount, with positive changes increasing max values and negative changes decreasing min values.\n\n<h3>Samples:</h3>\n<table>\n<tr><th>Input</th><th>Result</th></tr>\n<tr><td><pre><code>new AxisAlignedBB(0, 0, 0, 1, 1, 1).expand(2, 2, 2)</code></pre></td><td><pre><samp>box[0, 0, 0 -> 3, 3, 3]</samp></pre></td><td>\n<tr><td><pre><code>new AxisAlignedBB(0, 0, 0, 1, 1, 1).expand(-2, -2, -2)</code></pre></td><td><pre><samp>box[-2, -2, -2 -> 1, 1, 1]</samp></pre></td><td>\n<tr><td><pre><code>new AxisAlignedBB(5, 5, 5, 7, 7, 7).expand(0, 1, -1)</code></pre></td><td><pre><samp>box[5, 5, 4, 7, 8, 7]</samp></pre></td><td>\n</table>\n\n<h3>See Also:</h3>\n<ul>\n<li>{@link #contract(double, double, double)} - like this, except for shrinking.</li>\n<li>{@link #grow(double, double, double)} and {@link #grow(double)} - expands in all directions.</li>\n<li>{@link #shrink(double)} - contracts in all directions (like {@link #grow(double)})</li>\n</ul>\n\n@return A modified bounding box that will always be equal or greater in volume to this bounding box."
func_72326_a,intersects,2,Checks if the bounding box intersects with another.
func_72352_l,getMaxPlayers,2,Returns the maximum number of players allowed on the server.
func_72354_b,sendWorldInfo,2,Updates the time and weather for the given player to those of the given world
func_72355_a,initializeConnectionToPlayer,2,
func_72363_f,getBannedIPs,2,
func_72365_p,getServer,2,
func_72367_e,playerLoggedOut,2,Called when a player disconnects from the game. Writes player data to disk and removes them from the world.
func_72368_a,recreatePlayerEntity,2,Destroys the given player entity and recreates another in the given dimension. Used when respawning after death or returning from the End
func_72369_d,getOnlinePlayerNames,2,Returns an array of the usernames of all the connected players.
func_72371_a,setWhiteListEnabled,2,
func_72374_b,tick,2,self explanitory
func_72378_q,getHostPlayerData,0,"On integrated servers, returns the host's player data to be written to level.dat."
func_72380_a,readPlayerDataFromFile,2,called during player login. reads the player information from disk.
func_72381_a,setPlayerGameTypeBasedOnOther,2,
func_72382_j,getPlayersMatchingAddress,2,
func_72383_n,isWhiteListEnabled,2,
func_72385_f,sendInventory,2,sends the players inventory to himself
func_72387_b,setCommandsAllowedForAll,0,Sets whether all players are allowed to use commands (cheats) on the server.
func_72389_g,saveAllPlayerData,2,Saves all of the players' current states.
func_72391_b,writePlayerData,2,also stores the NBTTags if this is an intergratedPlayerList
func_72392_r,removeAllPlayers,2,"Kicks everyone with ""Server closed"" as reason."
func_72394_k,getCurrentPlayerCount,2,Returns the number of players currently on the server.
func_72395_o,getViewDistance,2,"Gets the view distance, in chunks."
func_72417_t,loadOpsList,2,
func_72418_v,readWhiteList,2,
func_72419_u,saveOpsList,2,
func_72421_w,saveWhiteList,2,
func_72430_b,dotProduct,2,
func_72431_c,crossProduct,2,Returns a new vector with the result of this vector x the specified vector.
func_72432_b,normalize,2,Normalizes the vector to a length of 1 (except if it is the zero vector)
func_72433_c,length,2,Returns the length of the vector.
func_72436_e,squareDistanceTo,2,The square of the Euclidean distance between this and the specified vector.
func_72438_d,distanceTo,2,"Euclidean distance between this and the specified vector, returned as double."
func_72441_c,add,2,"Adds the specified x,y,z vector components to this vector and returns the resulting vector. Does not change this vector."
func_72444_a,subtractReverse,2,Returns a new vector with the result of the specified vector minus this.
func_72591_c,getRequestId,2,Returns the request ID provided by the client.
func_72592_a,getRandomChallenge,2,Returns the random challenge number assigned to this auth
func_72593_a,hasExpired,2,"Returns true if the auth's creation timestamp is less than the given time, otherwise false"
func_72594_b,getChallengeValue,2,Returns the auth challenge value
func_72601_a,registerSocket,2,Registers a DatagramSocket with this thread
func_72602_a,startThread,2,Creates a new Thread object from this class and starts running
func_72603_d,getNumberOfPlayers,2,Returns the number of players on the server
func_72604_a,closeSocket,2,Closes the specified DatagramSocket
func_72605_a,closeServerSocket_do,2,Closes the specified ServerSocket
func_72606_c,logWarning,2,Log warning message
func_72607_a,logDebug,2,Log debug message
func_72608_b,closeServerSocket,2,Closes the specified ServerSocket
func_72609_b,logInfo,2,Log information message
func_72610_d,logSevere,2,Log severe error message
func_72611_e,closeAllSockets,2,Closes all of the opened sockets
func_72612_a,closeAllSockets_do,2,Closes all of the opened sockets
func_72613_c,isRunning,2,"Returns true if the Thread is running, false otherwise"
func_72620_a,sendResponsePacket,2,Sends a byte array as a DatagramPacket response to the client who sent the given DatagramPacket
func_72621_a,parseIncomingPacket,2,"Parses an incoming DatagramPacket, returning true if the packet was valid"
func_72622_d,sendAuthChallenge,2,Sends an auth challenge DatagramPacket to the client and adds the client to the queryClients map
func_72623_a,stopWithException,2,Stops the query server and reports the given Exception
func_72624_b,createQueryResponse,2,Creates a query response as a byte array for the specified query DatagramPacket
func_72625_a,getRequestID,2,Returns the request ID provided by the authorized client
func_72626_g,initQuerySystem,2,Initializes the query system by binding it to a port
func_72627_c,verifyClientAuth,2,"Returns true if the client has a valid auth, otherwise false"
func_72628_f,cleanQueryClientsMap,2,Removes all clients whose auth is no longer valid
func_72645_g,cleanClientThreadsMap,2,Cleans up the clientThreads map by removing client Threads that are not running
func_72646_f,initClientThreadList,2,
func_72653_g,closeSocket,2,Closes the client socket
func_72654_a,sendResponse,2,Sends the given response message to the client
func_72655_a,sendMultipacketResponse,2,Splits the response message into individual packets and sends each one
func_72656_f,sendLoginFailedResponse,2,Sends the standard RCon 'authorization failed' response packet
func_72661_a,getBytesAsString,2,Read a null-terminated string from the given byte array
func_72662_b,getRemainingBytesAsLEInt,2,Read 4 bytes from the
func_72663_a,getByteAsHexString,2,Returns a String representation of the byte in hexadecimal format
func_72664_c,getBytesAsBEint,2,Read 4 bytes from the given array in big-endian format and return them as an int
func_72665_b,getBytesAsLEInt,2,Read 4 bytes from the given array in little-endian format and return them as an int
func_72667_a,writeInt,2,Writes the given int to the output stream
func_72668_a,writeShort,2,Writes the given short to the output stream
func_72669_b,reset,2,Resets the byte array output.
func_72670_a,writeByteArray,2,Writes the given byte array to the output stream
func_72671_a,writeString,2,Writes the given String to the output stream
func_72672_a,toByteArray,2,Returns the contents of the output stream as a byte array
func_72712_a,loadRenderers,0,Loads all the renderers and sets up the basic settings usage
func_72720_a,createBindEntityOutlineFbs,0,
func_72723_d,getDebugInfoEntities,0,Gets the entities info for use on the Debug screen
func_72728_f,deleteAllDisplayLists,0,Deletes all display lists
func_72732_a,setWorldAndLoadRenderers,0,set null to clear
func_72734_e,tick,0,
func_72735_c,getDebugInfoRenders,0,Gets the render info for use on the Debug screen
func_72819_i,getThunderStrength,2,
func_72820_D,getDayTime,2,
func_72826_c,getCelestialAngle,2,calls calculateCelestialAngle
func_72827_u,getProviderName,0,"Returns the name of the current chunk provider, by calling chunkprovider.makeString()"
func_72829_c,checkBlockCollision,2,Returns true if there are any blocks in the region constrained by an AxisAlignedBB
func_72835_b,tick,0,Runs a single tick for the world
func_72838_d,addEntity0,2,Called when an entity is spawned in the world. This includes players.
func_72839_b,getEntitiesWithinAABBExcludingEntity,2,"Will get all entities within the specified AABB excluding the one passed into it. Args: entityToExclude, aabb"
func_72853_d,getMoonPhase,0,
func_72854_c,updateAllPlayersSleepingFlag,2,Updates the flag that indicates whether or not all players in the world are sleeping.
func_72863_F,getChunkProvider,0,Gets the world's chunk provider
func_72867_j,getRainStrength,2,Returns rain strength.
func_72875_a,isMaterialInBB,2,Returns true if the given bounding box contains the given material
func_72877_b,setDayTime,2,Sets the world time.
func_72882_A,sendQuittingDisconnectingPacket,0,"If on MP, sends a quitting packet."
func_72891_a,setAllowedSpawnTypes,2,first boolean for hostile mobs and second for peaceful mobs
func_72894_k,setRainStrength,0,Sets the strength of the rain.
func_72896_J,isRaining,2,Returns true if the current rain strength is greater than 0.2
func_72905_C,getSeed,2,gets the random world seed
func_72911_I,isThundering,2,Returns true if the current thunder strength (weighted with the rain strength) is greater than 0.9
func_72912_H,getWorldInfo,2,Returns the world's WorldInfo object
func_72914_a,fillCrashReport,2,Adds some basic stats of the world to the given crash report.
func_72929_e,getCelestialAngleRadians,2,Return getCelestialAngle()*2*PI
func_72935_r,isDaytime,2,"Checks whether its daytime by seeing if the light subtracted from the skylight is less than 4. Always returns true on the client because vanilla has no need for it on the client, therefore it is not synced to the client"
func_72940_L,getActualHeight,2,Returns current world height.
func_72947_a,calculateInitialWeather,2,Called from World constructor to set rainingStrength and thunderingStrength
func_72953_d,containsAnyLiquid,2,Checks if any of the blocks within the aabb are liquids.
func_72960_a,setEntityState,2,sends a Packet 38 (Entity Status) to all tracked players of that entity
func_72966_v,calculateInitialSkylight,2,Called on construction of the World class to setup the initial skylight values
func_72974_f,setInitialSpawnLocation,0,"Sets a new spawn location by finding an uncovered block at a random (x,z) location in the chunk."
func_73022_a,removeAllEntities,0,also releases skins.
func_73029_E,animateTick,0,
func_73042_a,saveLevel,2,Saves the chunks to disk.
func_73045_a,getEntityByID,2,"Returns the Entity with the given ID, or null if it doesn't exist in this World."
func_73046_m,getServer,2,
func_73047_i,createBonusChest,2,Creates the bonus chest in the world.
func_73051_P,resetRainAndThunder,2,Clears the current rain and thunder weather states.
func_73052_b,createSpawnPosition,2,"creates a spawn position at random within 256 blocks of 0,0"
func_73075_a,tick,2,
func_73076_a,setGameType,2,
func_73077_b,initializeGameType,2,if the gameType is currently NOT_SET then change it to par1
func_73080_a,setWorld,2,Sets the world instance.
func_73081_b,getGameType,2,
func_73083_d,isCreative,2,Get if we are in creative game mode.
func_73101_e,sendDemoReminder,2,Sends a message to the player reminding them that this is the demo version
func_73106_e,getPartialBlockDamage,0,
func_73107_a,setPartialBlockDamage,0,"inserts damage value into this partially destroyed Block. -1 causes client renderer to delete it, otherwise ranges from 1 to 10"
func_73148_d,makeString,0,Converts the instance data to a readable string.
func_73149_a,chunkExists,2,"Checks to see if a chunk exists at x, z"
func_73152_e,getLoadedChunkCount,2,
func_73234_b,unloadChunk,0,Unload chunk from ChunkProviderClient's hashmap. Called in response to a Packet50PreChunk with its mode field set to false
func_73660_a,tick,2,
func_73680_d,getBanEndDate,2,
func_73682_e,hasBanExpired,2,
func_73686_f,getBanReason,2,
func_73718_a,setLoadingProgress,2,Updates the progress bar on the loading screen to the specified amount.
func_73831_a,tick,0,The update tick for the ingame UI
func_73833_a,setRecordPlayingMessage,0,
func_73834_c,getTicks,0,
func_73969_a,addSingleplayerMultiplayerButtons,0,Adds Singleplayer and Multiplayer buttons on Main Menu for players who have bought the game.
func_73972_b,addDemoButtons,0,Adds Demo buttons on Main Menu for players who are playing Demo.
func_74275_a,updateTimer,0,Updates all fields of the Timer using the current time
func_74290_a,getTimestampedPNGFileForDirectory,0,"Creates a unique PNG file in the given directory named by a timestamp.  Handles cases where the timestamp alone is not enough to create a uniquely named file, though it still might suffer from an unlikely race condition where the filename was unique when this method was called, but another process or thread created a file at the same path immediately after this method returned."
func_74300_a,loadOptions,0,Loads the options from the options file. It appears that this has replaced the previous 'loadOptions'
func_74303_b,saveOptions,0,Saves the options to the options file.
func_74305_a,parseFloat,0,Parses a string into a float.
func_74428_b,tick,2,Checks timeouts and processes all packets received
func_74430_c,getRemoteAddress,2,Returns the socket address of the remote side. Server-only.
func_74505_d,unpressKey,0,
func_74506_a,unPressAllKeys,0,
func_74508_b,resetKeyBindingArrayAndHash,0,
func_74518_a,disableStandardItemLighting,0,Disables the OpenGL lighting properties enabled by enableStandardItemLighting
func_74524_c,createDirectByteBuffer,0,Creates and returns a direct byte buffer with the specified capacity. Applies native ordering to speed up access.
func_74529_h,createDirectFloatBuffer,0,Creates and returns a direct float buffer with the specified capacity. Applies native ordering to speed up access.
func_74539_c,getChatLineID,0,
func_74540_b,getUpdatedCounter,0,
func_74732_a,getId,2,Gets the type byte for the tag.
func_74734_a,write,2,"Write the actual data contents of the tag, implemented in NBT extension classes"
func_74737_b,copy,2,Creates a clone of the tag.
func_74757_a,putBoolean,2,"Stores the given boolean value as a NBTTagByte, storing 1 for true and 0 for false, using the given string key."
func_74759_k,getIntArray,2,"Retrieves an int array using the specified key, or a zero-length array if no such key was stored."
func_74760_g,getFloat,2,"Retrieves a float value using the specified key, or 0 if no such key was stored."
func_74762_e,getInt,2,"Retrieves an integer value using the specified key, or 0 if no such key was stored."
func_74763_f,getLong,2,"Retrieves a long value using the specified key, or 0 if no such key was stored."
func_74764_b,contains,2,Returns whether the given string has been previously stored as a key in the map.
func_74765_d,getShort,2,"Retrieves a short value using the specified key, or 0 if no such key was stored."
func_74767_n,getBoolean,2,"Retrieves a boolean value using the specified key, or false if no such key was stored. This uses the getByte method."
func_74768_a,putInt,2,Stores a new NBTTagInt with the given integer value into the map with the given string key.
func_74769_h,getDouble,2,"Retrieves a double value using the specified key, or 0 if no such key was stored."
func_74770_j,getByteArray,2,"Retrieves a byte array using the specified key, or a zero-length array if no such key was stored."
func_74771_c,getByte,2,"Retrieves a byte value using the specified key, or 0 if no such key was stored."
func_74772_a,putLong,2,Stores a new NBTTagLong with the given long value into the map with the given string key.
func_74773_a,putByteArray,2,Stores a new NBTTagByteArray with the given array as data into the map with the given string key.
func_74774_a,putByte,2,Stores a new NBTTagByte with the given byte value into the map with the given string key.
func_74775_l,getCompound,2,"Retrieves a NBTTagCompound subtag matching the specified key, or a new empty NBTTagCompound if no such key was stored."
func_74776_a,putFloat,2,Stores a new NBTTagFloat with the given float value into the map with the given string key.
func_74777_a,putShort,2,Stores a new NBTTagShort with the given short value into the map with the given string key.
func_74778_a,putString,2,Stores a new NBTTagString with the given string value into the map with the given string key.
func_74779_i,getString,2,"Retrieves a string value using the specified key, or an empty string if no such key was stored."
func_74780_a,putDouble,2,Stores a new NBTTagDouble with the given double value into the map with the given string key.
func_74781_a,get,2,gets a generic tag with the specified name
func_74783_a,putIntArray,2,Stores a new NBTTagIntArray with the given array as data into the map with the given string key.
func_74793_a,safeWrite,0,
func_74794_a,read,2,Reads from a CompressedStream.
func_74795_b,write,0,
func_74796_a,readCompressed,2,Load the gzipped compound from the inputstream.
func_74797_a,read,0,
func_74799_a,writeCompressed,2,"Write the compound, gzipped, to the outputstream."
func_74800_a,write,2,
func_74805_b,translateKey,2,Translate a key to current language.
func_74808_a,getInstance,2,Return the StringTranslate singleton instance
func_74860_a,isLiquidInStructureBoundingBox,2,checks the entire StructureBoundingBox for Liquids
func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
func_74862_a,getYWithOffset,2,
func_74865_a,getXWithOffset,2,
func_74873_b,getZWithOffset,2,
func_74874_b,getBoundingBox,2,
func_74877_c,getComponentType,2,Returns the component type ID of this component.
func_74878_a,fillWithAir,2,"arguments: (World worldObj, StructureBoundingBox structBB, int minX, int minY, int minZ, int maxX, int maxY, int maxZ)"
func_74882_a,fillWithRandomizedBlocks,2,"arguments: World worldObj, StructureBoundingBox structBB, int minX, int minY, int minZ, int maxX, int maxY, int maxZ, boolean alwaysreplace, Random rand, StructurePieceBlockSelector blockselector"
func_74883_a,findIntersecting,2,Discover if bounding box can fit within the current bounding box object.
func_74960_a,getTotalWeight,2,
func_74961_b,getNextComponentX,2,Gets the next component in the +/- X direction
func_74963_a,getNextComponentNormal,2,Gets the next component in any cardinal direction
func_74964_a,isAboveGround,2,Checks if the bounding box's minY is > 10
func_74965_c,getNextComponentZ,2,Gets the next component in the +/- Z direction
func_74986_a,getNextComponentNormal,2,Gets the next component in any cardinal direction
func_74987_c,getNextComponentZ,2,Gets the next component in the +/- Z direction
func_74988_a,getRandomDoor,2,
func_74989_b,getNextComponentX,2,Gets the next component in the +/- X direction
func_74990_a,placeDoor,2,builds a door of the enumerated types (empty opening is a door)
func_74991_a,canStrongholdGoDeeper,2,returns false if the Structure Bounding Box goes below 10
func_75062_a,selectBlocks,2,picks Block Ids and Metadata (Silverfish)
func_75069_d,isValid,2,"currently only defined for Villages, returns true if Village has more than 2 non-road components"
func_75071_a,getBoundingBox,2,
func_75091_a,write,2,
func_75093_a,getFlySpeed,2,
func_75094_b,getWalkSpeed,2,
func_75095_b,read,2,
func_75112_a,read,2,Reads the food data for the player.
func_75113_a,addExhaustion,2,adds input to foodExhaustionLevel to a max of 40
func_75114_a,setFoodLevel,2,
func_75115_e,getSaturationLevel,2,Get the player's food saturation level.
func_75116_a,getFoodLevel,2,Get the player's food level.
func_75117_b,write,2,Writes the food data for the player.
func_75118_a,tick,2,Handles the food game logic.
func_75119_b,setFoodSaturationLevel,0,
func_75121_c,needFood,2,Get whether the player must eat food.
func_75122_a,addStats,2,Add food stats.
func_75128_a,setCanCraft,2,sets whether the player can craft in this inventory or not
func_75129_b,getCanCraft,2,gets whether or not the player can craft in this inventory or not
func_75130_a,onCraftMatrixChanged,2,Callback for when the crafting matrix is changed.
func_75132_a,addListener,2,
func_75134_a,onContainerClosed,2,Called when the container is closed.
func_75135_a,mergeItemStack,2,"Merges provided ItemStack with the first avaliable one in the container/player inventor between minIndex (included) and maxIndex (excluded). Args : stack, minIndex, maxIndex, negativDirection. /!\ the Container implementation do not check if the item is valid for the slot"
func_75136_a,getNextTransactionID,0,Gets a unique transaction ID. Parameter is unused.
func_75137_b,updateProgressBar,2,
func_75138_a,getInventory,2,"returns a list if itemStacks, for each slot."
func_75139_a,getSlot,2,
func_75140_a,enchantItem,2,"Handles the given Button-click on the server, currently only used by enchanting. Name is for legacy."
func_75141_a,putStackInSlot,2,Puts an ItemStack in a slot.
func_75142_b,detectAndSendChanges,2,"Looks for changes made in the container, sends them to every listener."
func_75145_c,canInteractWith,2,Determines whether supplied player can use this container
func_75146_a,addSlot,2,Adds an item slot to this container
func_75175_c,setCurrentRecipeIndex,2,
func_75189_a,canSpawnMoreStructuresOfType,2,
func_75190_a,canSpawnMoreStructures,2,
func_75198_a,prepareStructurePieces,2,sets up Arrays with the Structure pieces and their weights
func_75202_c,canAddStructurePieces,2,
func_75208_c,onCrafting,2,"the itemStack passed in is the output - ie, iron ingots, and pickaxes, not ore and wood."
func_75209_a,decrStackSize,2,Decrease the size of the stack in slot (first int arg) by the amount of the second int arg. Returns the new stack.
func_75210_a,onCrafting,2,"the itemStack passed in is the output - ie, iron ingots, and pickaxes, not ore and wood. Typically increases an internal count then calls onCrafting(item)."
func_75211_c,getStack,0,Helper fnct to get the stack in the slot.
func_75214_a,isItemValid,2,"Check if the stack is allowed to be placed in this slot, used for armor slots as well as furnace fuel."
func_75215_d,putStack,0,Helper method to put a stack in the slot.
func_75216_d,getHasStack,0,Returns if this slot contains a stack.
func_75218_e,onSlotChanged,2,Called when the stack in a Slot changes
func_75219_a,getSlotStackLimit,2,"Returns the maximum stack size for a given slot (usually the same as getInventoryStackLimit(), but 1 in the case of armor slots)"
func_75220_a,onSlotChange,2,"if par2 has more items than par1, onCrafting(item,countIncrease) is called"
func_75243_a_,canHoldPotion,2,Returns true if this itemstack can be filled with a potion
func_75246_d,tick,2,Keep ticking a continuous task that has already been started
func_75249_e,startExecuting,2,Execute a one shot task or start executing a continuous task
func_75250_a,shouldExecute,2,Returns whether execution should begin. You can also read and cache any state necessary for execution in this method as well.
func_75251_c,resetTask,2,Reset the task's internal state. Called when this task is interrupted by another one
func_75253_b,shouldContinueExecuting,2,Returns whether an in-progress EntityAIBase should continue executing
func_75270_a,setSitting,2,Sets the sitting flag.
func_75277_f,isRunning,2,@see #isRunning
func_75295_a,canEasilyReach,2,Checks to see if this entity can find a short path to the given target.
func_75366_f,findPossibleShelter,2,
func_75382_a,hasTemptationItemInHand,2,Gets if the Player has the Bone in the hand.
func_75388_i,spawnBaby,2,Spawns a baby animal of the same type.
func_75389_f,getNearbyMate,2,Loops through nearby animals and finds another animal of the same type that can be mated with. Returns the first valid mate found.
func_75414_f,resizeDoorList,2,
func_75461_b,findRandomTargetBlockAwayFrom,2,"finds a random target within par1(x,z) and par2 (y) blocks in the reverse direction of the point par3"
func_75463_a,findRandomTarget,2,"finds a random target within par1(x,z) and par2 (y) blocks"
func_75464_a,findRandomTargetBlockTowards,2,"finds a random target within par1(x,z) and par2 (y) blocks in the direction of the point par3"
func_75484_a,setPath,2,"Sets a new path. If it's diferent from the old path. Checks to adjust path for sun avoiding, and stores start coords. Args : path, speed"
func_75485_k,canNavigate,2,If on ground or swimming and can swim
func_75487_m,trimPath,2,Trims path data from the end to the first sun covered block
func_75489_a,setSpeed,2,Sets the speed
func_75492_a,tryMoveToXYZ,2,"Try to find and set a path to XYZ. Returns true if successful. Args : x, y, z, speed"
func_75493_a,isDirectPathBetweenPoints,2,Checks if the specified entity can safely walk to the specified location.
func_75494_a,getPathToEntity,2,Returns the path to the given EntityLiving. Args : entity
func_75497_a,tryMoveToEntityLiving,2,"Try to find and set a path to EntityLiving. Returns true if successful. Args : entity, speed"
func_75499_g,clearPath,2,sets active PathEntity to null
func_75500_f,noPath,2,If null path or reached the end
func_75501_e,tick,2,
func_75502_i,getEntityPosition,2,
func_75505_d,getPath,2,gets the actively used PathEntity
func_75506_l,isInLiquid,2,"Returns true if the entity is in water or lava, false otherwise"
func_75508_h,pathFollow,2,
func_75522_a,canSee,2,"Checks, whether 'our' entity can see the entity given as argument (true) or not (false), caching the result."
func_75523_a,tick,2,Clears canSeeCachePositive and canSeeCacheNegative.
func_75529_b,trySetupSiege,2,
func_75530_c,spawnZombie,2,
func_75599_d,getPeacefulCreature,2,Gets whether or not this creature type is peaceful.
func_75601_b,getMaxNumberOfCreature,2,
func_75638_b,getSpeed,2,
func_75639_a,limitAngle,2,"Attempt to rotate the first angle to become the second angle, but only allow overall direction change to at max be third parameter"
func_75640_a,isUpdating,2,
func_75641_c,tick,2,
func_75642_a,setMoveTo,2,Sets the speed and location to move to
func_75649_a,tick,2,Updates look
func_75650_a,setLookPosition,2,Sets position to look at
func_75651_a,setLookPositionWithEntity,2,Sets position to look at using entity
func_75660_a,setJumping,2,
func_75661_b,tick,2,Called to actually make the entity jump if isJumping is true.
func_75664_a,updateRenderAngles,2,Update the Head and Body rendenring angles
func_75752_b,readPlayerData,2,Reads the player data from disk into the specified PlayerEntityMP.
func_75753_a,writePlayerData,2,Writes the player data to disk from the specified PlayerEntityMP.
func_75755_a,saveWorldInfoWithPlayer,2,Saves the given World Info with the given NBTTagCompound as the Player.
func_75757_d,loadWorldInfo,2,Loads and returns the world info
func_75761_a,saveWorldInfo,2,used to update level.dat from old format to MCRegion format
func_75762_c,checkSessionLock,2,Checks the session lock to prevent save collisions
func_75765_b,getWorldDirectory,2,Gets the File object corresponding to the base directory of this world.
func_75774_a,tick,2,
func_75776_a,addGoal,2,"Add a now AITask. Args : priority, task"
func_75783_h,getCheatsEnabled,0,@return {@code true} if cheats are enabled for this world
func_75784_e,getLastTimePlayed,0,
func_75785_d,requiresConversion,0,
func_75786_a,getFileName,0,return the file name
func_75788_b,getDisplayName,0,return the display name of the save
func_75789_g,isHardcoreModeEnabled,0,
func_75790_f,getEnumGameType,0,Gets the EnumGameType.
func_75799_b,getSaveList,0,
func_75801_b,isOldMapFormat,2,gets if the map is old chunk saving (true) or McRegion (false)
func_75802_e,deleteWorldDirectory,0,Deletes a world directory.
func_75803_c,getWorldInfo,2,Returns the world's WorldInfo object
func_75805_a,convertMapFormat,2,converts the map to mcRegion
func_75806_a,renameWorld,0,Renames the world by storing the new name in level.dat. It does *not* rename the directory containing the world data.
func_75829_a,distanceTo,2,Returns the linear distance to another path point
func_75830_a,makeHash,2,
func_75831_a,isAssigned,2,Returns true if this point has already been assigned to a path
func_75832_b,distanceToSquared,2,Returns the squared distance to another path point
func_75844_c,dequeue,2,Returns and removes the first point in the path
func_75845_e,isPathEmpty,2,Returns true if this path contains no points
func_75846_b,sortForward,2,Sorts a point to the right
func_75847_a,sortBack,2,Sorts a point to the left
func_75848_a,clearPath,2,Clears the path
func_75849_a,addPoint,2,Adds a point to the path
func_75850_a,changeDistance,2,Changes the provided point's distance to target
func_75870_c,getFinalPathPoint,2,returns the last PathPoint of the Array
func_75872_c,setCurrentPathIndex,2,
func_75873_e,getCurrentPathIndex,2,
func_75874_d,getCurrentPathLength,2,
func_75875_a,incrementPathIndex,2,Directs this path to the next point in its array
func_75876_a,isSamePath,2,Returns true if the EntityPath are the same. Non instance related equals.
func_75877_a,getPathPointFromIndex,2,"return the PathPoint located at the specified PathIndex, usually the current one"
func_75878_a,getPosition,2,returns the current PathEntity target node as Vec3D
func_75879_b,isFinished,2,Returns true if this path has reached the end
func_75881_a,getVectorFromIndex,2,Gets the vector of the PathPoint associated with the given index.
func_75885_a,cipherOperation,2,Encrypt or decrypt byte[] data using the specified key
func_75886_a,createTheCipherInstance,2,Creates the Cipher Instance.
func_75887_a,decryptSharedKey,2,Decrypt shared secret AES key using RSA private key
func_75889_b,decryptData,2,Decrypt byte[] data with RSA private key
func_75890_a,createNewSharedKey,0,Generate a new shared secret AES key from a secure random source
func_75891_b,generateKeyPair,2,Generates RSA KeyPair
func_75893_a,digestOperation,2,Compute a message digest on arbitrary byte[] data
func_75894_a,encryptData,0,Encrypt byte[] data with RSA public key
